timestamp	method	url	status
1751897079117	GET	http://localhost:4004/uimodule/test/Test.qunit.html?testsuite=test-resources/uimodule/testsuite.qunit&test=unit/unitTests	200
1751897079135	GET	http://localhost:4004/uimodule/resources/sap/ui/test/starter/runTest.js	200
1751897079144	GET	http://[::1]:35729/livereload.js?snipver=1	200
1751897079150	GET	http://localhost:4004/uimodule/resources/ui5loader.js	200
1751897079160	GET	http://localhost:4004/uimodule/resources/sap/ui/test/starter/_configureLoader.js	200
1751897079166	GET	http://localhost:4004/uimodule/resources/ui5loader-autoconfig.js	200
1751897079174	GET	http://localhost:4004/uimodule/resources/sap/ui/test/starter/_setupAndStart.js	200
1751897079185	GET	http://localhost:4004/uimodule/resources/sap/base/util/fetch.js	200
1751897079186	GET	http://localhost:4004/uimodule/resources/sap/ui/test/starter/_utils.js	200
1751897079192	GET	http://localhost:4004/uimodule/resources/sap/base/util/isPlainObject.js	200
1751897079193	GET	http://localhost:4004/uimodule/resources/sap/base/util/merge.js	200
1751897079196	GET	http://localhost:4004/uimodule/resources/sap/base/util/_merge.js	200
1751897079200	GET	http://localhost:4004/uimodule/test/testsuite.qunit.js	200
1751897079209	GET	http://localhost:4004/uimodule/resources/sap/ui/test/qunitPause.js	200
1751897079217	GET	http://localhost:4004/uimodule/resources/sap/ui/thirdparty/qunit-2.css	200
1751897079226	GET	http://localhost:4004/uimodule/resources/sap/ui/thirdparty/qunit-2.js	200
1751897079233	GET	http://localhost:4004/uimodule/resources/sap/ui/qunit/qunit-junit.js	200
1751897079239	GET	http://localhost:4004/uimodule/resources/sap/ui/thirdparty/sinon-4.js	200
1751897079249	GET	http://localhost:4004/uimodule/resources/sap/ui/qunit/sinon-qunit-bridge.js	200
1751897079258	GET	http://localhost:4004/uimodule/resources/sap/ui/core/Core.js	200
1751897079275	GET	http://localhost:4004/uimodule/resources/sap/ui/core/AnimationMode.js	200
1751897079276	GET	http://localhost:4004/uimodule/resources/sap/ui/core/ControlBehavior.js	200
1751897079277	GET	http://localhost:4004/uimodule/resources/sap/ui/core/Configuration.js	200
1751897079280	GET	http://localhost:4004/uimodule/resources/sap/ui/core/ElementRegistry.js	200
1751897079287	GET	http://localhost:4004/uimodule/resources/sap/ui/core/Element.js	200
1751897079289	GET	http://localhost:4004/uimodule/resources/sap/ui/core/Component.js	200
1751897079316	GET	http://localhost:4004/uimodule/resources/sap/ui/core/Rendering.js	200
1751897079320	GET	http://localhost:4004/uimodule/resources/sap/ui/core/Lib.js	200
1751897079322	GET	http://localhost:4004/uimodule/resources/sap/ui/core/LocaleData.js	200
1751897079327	GET	http://localhost:4004/uimodule/resources/sap/ui/core/RenderManager.js	200
1751897079334	GET	http://localhost:4004/uimodule/resources/sap/ui/core/Messaging.js	200
1751897079335	GET	http://localhost:4004/uimodule/resources/sap/ui/core/UIArea.js	200
1751897079351	GET	http://localhost:4004/uimodule/resources/sap/ui/core/StaticArea.js	200
1751897079353	GET	http://localhost:4004/uimodule/resources/sap/ui/core/Supportability.js	200
1751897079354	GET	http://localhost:4004/uimodule/resources/sap/ui/core/Theming.js	200
1751897079358	GET	http://localhost:4004/uimodule/resources/sap/base/assert.js	200
1751897079361	GET	http://localhost:4004/uimodule/resources/sap/base/config.js	200
1751897079362	GET	http://localhost:4004/uimodule/resources/sap/base/Event.js	200
1751897079378	GET	http://localhost:4004/uimodule/resources/sap/base/Log.js	200
1751897079379	GET	http://localhost:4004/uimodule/resources/sap/base/i18n/Formatting.js	200
1751897079380	GET	http://localhost:4004/uimodule/resources/sap/base/i18n/Localization.js	200
1751897079382	GET	http://localhost:4004/uimodule/resources/sap/base/util/Deferred.js	200
1751897079384	GET	http://localhost:4004/uimodule/resources/sap/base/util/isEmptyObject.js	200
1751897079385	GET	http://localhost:4004/uimodule/resources/sap/base/util/ObjectPath.js	200
1751897079402	GET	http://localhost:4004/uimodule/resources/sap/base/util/Version.js	200
1751897079405	GET	http://localhost:4004/uimodule/resources/sap/ui/Global.js	200
1751897079407	GET	http://localhost:4004/uimodule/resources/sap/ui/VersionInfo.js	200
1751897079408	GET	http://localhost:4004/uimodule/resources/sap/ui/Device.js	200
1751897079410	GET	http://localhost:4004/uimodule/resources/sap/ui/base/Interface.js	200
1751897079411	GET	http://localhost:4004/uimodule/resources/sap/ui/base/EventProvider.js	200
1751897079441	GET	http://localhost:4004/uimodule/resources/sap/ui/core/support/Hotkeys.js	200
1751897079442	GET	http://localhost:4004/uimodule/resources/sap/ui/base/syncXHRFix.js	200
1751897079443	GET	http://localhost:4004/uimodule/resources/sap/ui/base/Object.js	200
1751897079444	GET	http://localhost:4004/uimodule/resources/sap/ui/dom/getComputedStyleFix.js	200
1751897079445	GET	http://localhost:4004/uimodule/resources/sap/ui/core/util/_LocalizationHelper.js	200
1751897079452	GET	http://localhost:4004/uimodule/resources/sap/ui/base/ManagedObject.js	200
1751897079462	GET	http://localhost:4004/uimodule/resources/sap/ui/performance/trace/initTraces.js	200
1751897079462	GET	http://localhost:4004/uimodule/resources/sap/ui/performance/Measurement.js	200
1751897079465	GET	http://localhost:4004/uimodule/resources/sap/ui/security/Security.js	200
1751897079465	GET	http://localhost:4004/uimodule/resources/sap/ui/security/FrameOptions.js	200
1751897079467	GET	http://localhost:4004/uimodule/resources/sap/ui/test/RecorderHotkeyListener.js	200
1751897079477	GET	http://localhost:4004/uimodule/resources/sap/ui/thirdparty/jquery-compat.js	200
1751897079489	GET	http://localhost:4004/uimodule/resources/sap/ui/events/PasteEventFix.js	200
1751897079490	GET	http://localhost:4004/uimodule/resources/sap/ui/events/jquery/EventSimulation.js	200
1751897079492	GET	http://localhost:4004/uimodule/resources/jquery.sap.global.js	200
1751897079493	GET	http://localhost:4004/uimodule/resources/sap/base/Eventing.js	200
1751897079497	GET	http://localhost:4004/uimodule/resources/sap/ui/thirdparty/URI.js	200
1751897079501	GET	http://localhost:4004/uimodule/resources/sap/ui/base/DesignTime.js	200
1751897079519	GET	http://localhost:4004/uimodule/resources/sap/ui/core/getCompatibilityVersion.js	200
1751897079520	GET	http://localhost:4004/uimodule/resources/sap/ui/core/Locale.js	200
1751897079521	GET	http://localhost:4004/uimodule/resources/sap/ui/base/ManagedObjectRegistry.js	200
1751897079522	GET	http://localhost:4004/uimodule/resources/sap/ui/base/DataType.js	200
1751897079525	GET	http://localhost:4004/uimodule/resources/sap/ui/core/ElementHooks.js	200
1751897079528	GET	http://localhost:4004/uimodule/resources/sap/ui/core/ElementMetadata.js	200
1751897079537	GET	http://localhost:4004/uimodule/resources/sap/ui/core/FocusMode.js	200
1751897079538	GET	http://localhost:4004/uimodule/resources/sap/ui/dom/findTabbable.js	200
1751897079539	GET	http://localhost:4004/uimodule/resources/sap/ui/performance/trace/Interaction.js	200
1751897079540	GET	http://localhost:4004/uimodule/resources/sap/base/future.js	200
1751897079542	GET	http://localhost:4004/uimodule/resources/sap/ui/events/F6Navigation.js	200
1751897079544	GET	http://localhost:4004/uimodule/resources/sap/ui/util/_enforceNoReturnValue.js	200
1751897079554	GET	http://localhost:4004/uimodule/resources/sap/ui/core/EnabledPropagator.js	200
1751897079555	GET	http://localhost:4004/uimodule/resources/sap/ui/core/ComponentHooks.js	200
1751897079556	GET	http://localhost:4004/uimodule/resources/sap/ui/core/Manifest.js	200
1751897079559	GET	http://localhost:4004/uimodule/resources/sap/ui/core/ComponentMetadata.js	200
1751897079560	GET	http://localhost:4004/uimodule/resources/sap/base/util/extend.js	200
1751897079563	GET	http://localhost:4004/uimodule/resources/sap/base/util/deepExtend.js	200
1751897079574	GET	http://localhost:4004/uimodule/resources/sap/ui/core/ResizeHandler.js	200
1751897079575	GET	http://localhost:4004/uimodule/resources/sap/base/strings/camelize.js	200
1751897079576	GET	http://localhost:4004/uimodule/resources/sap/base/util/LoaderExtensions.js	200
1751897079577	GET	http://localhost:4004/uimodule/resources/sap/ui/core/_UrlResolver.js	200
1751897079579	GET	http://localhost:4004/uimodule/resources/sap/ui/core/mvc/ViewType.js	200
1751897079581	GET	http://localhost:4004/uimodule/resources/sap/ui/core/ComponentRegistry.js	200
1751897079589	GET	http://localhost:4004/uimodule/resources/sap/base/i18n/ResourceBundle.js	200
1751897079592	GET	http://localhost:4004/uimodule/resources/sap/base/util/array/uniqueSort.js	200
1751897079593	GET	http://localhost:4004/uimodule/resources/sap/base/util/mixedFetch.js	200
1751897079595	GET	http://localhost:4004/uimodule/resources/sap/ui/base/SyncPromise.js	200
1751897079596	GET	http://localhost:4004/uimodule/resources/sap/base/i18n/LanguageTag.js	200
1751897079598	GET	http://localhost:4004/uimodule/resources/sap/base/i18n/date/CalendarType.js	200
1751897079607	GET	http://localhost:4004/uimodule/resources/sap/base/i18n/date/CalendarWeekNumbering.js	200
1751897079609	GET	http://localhost:4004/uimodule/resources/sap/ui/core/InvisibleRenderer.js	200
1751897079609	GET	http://localhost:4004/uimodule/resources/sap/ui/core/FocusHandler.js	200
1751897079611	GET	http://localhost:4004/uimodule/resources/sap/ui/core/LabelEnablement.js	200
1751897079612	GET	http://localhost:4004/uimodule/resources/sap/ui/core/Patcher.js	200
1751897079613	GET	http://localhost:4004/uimodule/resources/sap/base/security/encodeCSS.js	200
1751897079622	GET	http://localhost:4004/uimodule/resources/sap/base/security/encodeXML.js	200
1751897079623	GET	http://localhost:4004/uimodule/resources/sap/base/util/uid.js	200
1751897079624	GET	http://localhost:4004/uimodule/resources/sap/ui/util/ActivityDetection.js	200
1751897079625	GET	http://localhost:4004/uimodule/resources/sap/base/util/deepEqual.js	200
1751897079627	GET	http://localhost:4004/uimodule/resources/sap/ui/core/message/ControlMessageProcessor.js	200
1751897079629	GET	http://localhost:4004/uimodule/resources/sap/ui/core/message/Message.js	200
1751897079637	GET	http://localhost:4004/uimodule/resources/sap/ui/core/message/MessageType.js	200
1751897079639	GET	http://localhost:4004/uimodule/resources/sap/ui/model/message/MessageModel.js	200
1751897079640	GET	http://localhost:4004/uimodule/resources/sap/ui/core/message/MessageProcessor.js	200
1751897079640	GET	http://localhost:4004/uimodule/resources/sap/ui/core/UIAreaRegistry.js	200
1751897079642	GET	http://localhost:4004/uimodule/resources/sap/ui/events/KeyCodes.js	200
1751897079644	GET	http://localhost:4004/uimodule/resources/sap/ui/events/jquery/EventExtension.js	200
1751897079655	GET	http://localhost:4004/uimodule/resources/sap/ui/events/ControlEvents.js	200
1751897079656	GET	http://localhost:4004/uimodule/resources/sap/ui/dom/_ready.js	200
1751897079656	GET	http://localhost:4004/uimodule/resources/sap/ui/core/theming/ThemeHelper.js	200
1751897079659	GET	http://localhost:4004/uimodule/resources/sap/base/config/MemoryConfigurationProvider.js	200
1751897079662	GET	http://localhost:4004/uimodule/resources/sap/base/util/now.js	200
1751897079663	GET	http://localhost:4004/uimodule/resources/sap/base/i18n/date/TimezoneUtils.js	200
1751897079674	GET	http://localhost:4004/uimodule/resources/sap/ui/base/Event.js	200
1751897079674	GET	http://localhost:4004/uimodule/resources/sap/ui/base/Metadata.js	200
1751897079675	GET	http://localhost:4004/uimodule/resources/sap/ui/base/BindingInfo.js	200
1751897079677	GET	http://localhost:4004/uimodule/resources/sap/base/util/deepClone.js	200
1751897079678	GET	http://localhost:4004/uimodule/resources/sap/ui/base/ManagedObjectMetadata.js	200
1751897079679	GET	http://localhost:4004/uimodule/resources/sap/ui/performance/trace/FESR.js	200
1751897079691	GET	http://localhost:4004/uimodule/resources/sap/ui/events/PseudoEvents.js	200
1751897079692	GET	http://localhost:4004/uimodule/resources/sap/ui/events/checkMouseEnterOrLeave.js	200
1751897079694	GET	http://localhost:4004/uimodule/resources/sap/ui/dom/includeScript.js	200
1751897079695	GET	http://localhost:4004/uimodule/resources/sap/ui/events/TouchToMouseMapping.js	200
1751897079696	GET	http://localhost:4004/uimodule/resources/sap/ui/dom/includeStylesheet.js	200
1751897079706	GET	http://localhost:4004/uimodule/resources/jquery.sap.stubs.js	200
1751897079707	GET	http://localhost:4004/uimodule/resources/sap/base/util/resolveReference.js	200
1751897079708	GET	http://localhost:4004/uimodule/resources/sap/ui/thirdparty/jquery.js	200
